Million_Plus_Cities,Age_band_of_driver,Accident_severity,Cause_of_accident,Vehicle Type Involved,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Latitude,Longitude,Time_Block
Ahmedabad,18-30,High Risk,No priority to vehicle,Car,Hazy,Urban Road,Dry,Dawn,23.0225,72.5714,Evening
Ahmedabad,31-50,High Risk,No priority to pedestrian,Cycle,Rainy,Village Road,Normal,Daylight,23.0225,72.5714,Afternoon
Ahmedabad,50+,High Risk,No priority to vehicle,Cycle,Clear,National Highway,Under Construction,Daylight,23.0225,72.5714,Night
Ahmedabad,18-30,High Risk,Other,Two-Wheeler,Clear,National Highway,Dry,Dark,23.0225,72.5714,Afternoon
Ahmedabad,50+,High Risk,Other,Bus,Rainy,Highways,Normal,Dawn,23.0225,72.5714,Night
Ahmedabad,18-30,Low Risk,Moving Backward,Bus,Clear,Highways,Normal,Dusk,23.0225,72.5714,Morning
Ahmedabad,31-50,Low Risk,No distancing,Pedestrian,Clear,Highways,Normal,Dusk,23.0225,72.5714,Night
Allahabad(Prayagraj),50+,Low Risk,Moving Backward,Auto-Rickshaw,Rainy,Highways,Normal,Dawn,20.5937,78.9629,Night
Allahabad(Prayagraj),18-30,High Risk,No priority to vehicle,Truck,Stormy,Urban Road,Dry,Dark,20.5937,78.9629,Morning
Allahabad(Prayagraj),18-30,High Risk,Driving carelessly,Car,Hazy,Highways,Normal,Daylight,20.5937,78.9629,Evening
Allahabad(Prayagraj),18-30,High Risk,No distancing,Car,Clear,Urban Road,Wet,Dusk,20.5937,78.9629,Night
Indore,50+,Low Risk,Other,Pedestrian,Stormy,Highways,Normal,Daylight,20.5937,78.9629,Night
Allahabad(Prayagraj),31-50,High Risk,Changing lane to the right,Truck,Clear,National Highway,Damaged,Dark,20.5937,78.9629,Morning
Allahabad(Prayagraj),18-30,High Risk,No distancing,Cycle,Stormy,National Highway,Under Construction,Daylight,20.5937,78.9629,Evening
Allahabad(Prayagraj),18-30,Low Risk,Driving carelessly,Car,Clear,Highways,Normal,Daylight,20.5937,78.9629,Morning
Allahabad(Prayagraj),18-30,Low Risk,No distancing,Bus,Clear,Highways,Normal,Daylight,20.5937,78.9629,Evening
Allahabad(Prayagraj),31-50,Low Risk,No priority to vehicle,Bus,Rainy,Highways,Normal,Daylight,20.5937,78.9629,Morning
Allahabad(Prayagraj),31-50,High Risk,Changing lane to the right,Auto-Rickshaw,Clear,Highways,Normal,Daylight,20.5937,78.9629,Night
Allahabad(Prayagraj),18-30,High Risk,No priority to pedestrian,Cycle,Clear,National Highway,Under Construction,Dawn,20.5937,78.9629,Evening
Allahabad(Prayagraj),18-30,Medium Risk,No priority to vehicle,Pedestrian,Clear,Urban Road,Damaged,Daylight,20.5937,78.9629,Morning
Allahabad(Prayagraj),31-50,Medium Risk,Changing lane to the left,Car,Clear,Village Road,Under Construction,Daylight,20.5937,78.9629,Evening
Allahabad(Prayagraj),31-50,High Risk,Turnover,Auto-Rickshaw,Clear,National Highway,Wet,Dawn,20.5937,78.9629,Night
Allahabad(Prayagraj),18-30,High Risk,Driving to the left,Truck,Clear,Urban Road,Wet,Daylight,20.5937,78.9629,Night
Allahabad(Prayagraj),18-30,High Risk,Driving carelessly,Bus,Clear,Highways,Normal,Dawn,20.5937,78.9629,Night
Allahabad(Prayagraj),31-50,High Risk,Driving to the left,Two-Wheeler,Clear,Highways,Normal,Dawn,20.5937,78.9629,Evening
Kota,31-50,Medium Risk,Driving carelessly,Bus,Foggy,Highways,Normal,Daylight,20.5937,78.9629,Evening
Allahabad(Prayagraj),50+,High Risk,No priority to pedestrian,Bus,Rainy,Highways,Normal,Daylight,20.5937,78.9629,Night
Allahabad(Prayagraj),50+,High Risk,Driving carelessly,Two-Wheeler,Rainy,Village Road,Dry,Dusk,20.5937,78.9629,Night
Meerut,31-50,Low Risk,Changing lane to the right,Auto-Rickshaw,Rainy,Highways,Normal,Daylight,20.5937,78.9629,Morning
Allahabad(Prayagraj),18-30,High Risk,Moving Backward,Pedestrian,Clear,National Highway,Wet,Dark,20.5937,78.9629,Night
Allahabad(Prayagraj),18-30,High Risk,Driving carelessly,Truck,Hazy,State Highway,Damaged,Daylight,20.5937,78.9629,Evening
Allahabad(Prayagraj),18-30,High Risk,Changing lane to the right,Cycle,Stormy,National Highway,Damaged,Dusk,20.5937,78.9629,Afternoon
Allahabad(Prayagraj),18-30,High Risk,Driving carelessly,Bus,Clear,Village Road,Under Construction,Daylight,20.5937,78.9629,Morning
Allahabad(Prayagraj),18-30,High Risk,Driving carelessly,Two-Wheeler,Clear,National Highway,Wet,Dawn,20.5937,78.9629,Evening
Thrissur,31-50,Medium Risk,Driving carelessly,Cycle,Clear,Highways,Normal,Daylight,20.5937,78.9629,Night
Allahabad(Prayagraj),31-50,High Risk,Changing lane to the right,Two-Wheeler,Rainy,Urban Road,Damaged,Daylight,20.5937,78.9629,Morning
Pune,31-50,Low Risk,Changing lane to the right,Car,Foggy,Highways,Normal,Daylight,18.5204,73.8567,Night
Amritsar,31-50,High Risk,Driving carelessly,Car,Clear,State Highway,Wet,Daylight,20.5937,78.9629,Night
Amritsar,18-30,High Risk,Overtaking,Cycle,Clear,Village Road,Dry,Daylight,20.5937,78.9629,Afternoon
Amritsar,31-50,High Risk,Changing lane to the right,Car,Hazy,Urban Road,Wet,Daylight,20.5937,78.9629,Evening
Indore,31-50,Low Risk,No distancing,Auto-Rickshaw,Foggy,Highways,Normal,Dawn,20.5937,78.9629,Night
Amritsar,18-30,High Risk,Other,Auto-Rickshaw,Clear,Highways,Normal,Daylight,20.5937,78.9629,Morning
Amritsar,31-50,High Risk,Changing lane to the right,Auto-Rickshaw,Foggy,Urban Road,Under Construction,Dark,20.5937,78.9629,Evening
Amritsar,50+,Medium Risk,Changing lane to the right,Cycle,Foggy,National Highway,Damaged,Dark,20.5937,78.9629,Morning
Asansol Durgapur,18-30,Low Risk,Overtaking,Two-Wheeler,Hazy,Highways,Normal,Dusk,20.5937,78.9629,Afternoon
Amritsar,18-30,Medium Risk,Other,Cycle,Hazy,Village Road,Dry,Dawn,20.5937,78.9629,Afternoon
Lucknow,31-50,Medium Risk,Driving to the left,Auto-Rickshaw,Foggy,Highways,Normal,Daylight,26.8467,80.9462,Afternoon
Jodhpur,31-50,Low Risk,Overtaking,Bus,Stormy,Highways,Normal,Dark,20.5937,78.9629,Morning
Amritsar,18-30,High Risk,No priority to vehicle,Car,Clear,Village Road,Wet,Dusk,20.5937,78.9629,Evening
Amritsar,50+,High Risk,Moving Backward,Bus,Stormy,Village Road,Wet,Dusk,20.5937,78.9629,Evening
Amritsar,18-30,High Risk,Other,Two-Wheeler,Clear,National Highway,Under Construction,Dark,20.5937,78.9629,Evening
Amritsar,31-50,Low Risk,No priority to vehicle,Car,Rainy,Highways,Normal,Dark,20.5937,78.9629,Morning
Amritsar,31-50,High Risk,No priority to pedestrian,Car,Foggy,State Highway,Dry,Dusk,20.5937,78.9629,Night
Amritsar,18-30,Low Risk,Changing lane to the right,Pedestrian,Clear,Highways,Normal,Daylight,20.5937,78.9629,Afternoon
Amritsar,50+,High Risk,Changing lane to the right,Bus,Clear,Village Road,Damaged,Daylight,20.5937,78.9629,Afternoon
Amritsar,31-50,High Risk,Changing lane to the right,Pedestrian,Clear,Village Road,Damaged,Dark,20.5937,78.9629,Afternoon
Amritsar,50+,High Risk,Driving to the left,Auto-Rickshaw,Clear,Highways,Normal,Dark,20.5937,78.9629,Night
Amritsar,18-30,Medium Risk,Changing lane to the left,Two-Wheeler,Clear,Highways,Normal,Dark,20.5937,78.9629,Night
Amritsar,18-30,High Risk,Moving Backward,Auto-Rickshaw,Clear,Urban Road,Damaged,Daylight,20.5937,78.9629,Night
Amritsar,18-30,High Risk,Driving at high speed,Two-Wheeler,Clear,Urban Road,Wet,Daylight,20.5937,78.9629,Morning
Amritsar,50+,High Risk,Moving Backward,Auto-Rickshaw,Clear,Urban Road,Dry,Dawn,20.5937,78.9629,Night
Lucknow,18-30,Low Risk,No distancing,Car,Clear,Highways,Normal,Dark,26.8467,80.9462,Evening
Varanasi,18-30,Medium Risk,Other,Cycle,Rainy,Highways,Normal,Dusk,25.3176,82.9739,Evening
Amritsar,18-30,High Risk,No priority to vehicle,Two-Wheeler,Clear,Village Road,Under Construction,Dark,20.5937,78.9629,Evening
Amritsar,18-30,Medium Risk,Changing lane to the right,Two-Wheeler,Clear,Highways,Normal,Dawn,20.5937,78.9629,Morning
Amritsar,18-30,High Risk,Other,Two-Wheeler,Clear,Urban Road,Wet,Dusk,20.5937,78.9629,Evening
Asansol Durgapur,31-50,Medium Risk,No distancing,Auto-Rickshaw,Hazy,Highways,Normal,Daylight,20.5937,78.9629,Evening
Asansol Durgapur,31-50,High Risk,Driving carelessly,Two-Wheeler,Clear,Village Road,Under Construction,Daylight,20.5937,78.9629,Night
Asansol Durgapur,31-50,High Risk,No distancing,Cycle,Hazy,State Highway,Wet,Dusk,20.5937,78.9629,Night
Asansol Durgapur,31-50,High Risk,Moving Backward,Two-Wheeler,Clear,State Highway,Normal,Dusk,20.5937,78.9629,Night
Asansol Durgapur,31-50,High Risk,No distancing,Cycle,Stormy,Village Road,Dry,Dawn,20.5937,78.9629,Morning
Asansol Durgapur,50+,Low Risk,Moving Backward,Car,Clear,Highways,Normal,Daylight,20.5937,78.9629,Morning
Kannur,31-50,Medium Risk,No priority to pedestrian,Pedestrian,Foggy,Highways,Normal,Dusk,20.5937,78.9629,Evening
Asansol Durgapur,18-30,High Risk,Changing lane to the left,Pedestrian,Stormy,State Highway,Normal,Dark,20.5937,78.9629,Morning
Delhi,50+,Low Risk,No distancing,Car,Stormy,Highways,Normal,Daylight,28.6139,77.209,Night
Asansol Durgapur,31-50,High Risk,Other,Auto-Rickshaw,Clear,State Highway,Under Construction,Daylight,20.5937,78.9629,Night
Asansol Durgapur,18-30,Medium Risk,No distancing,Cycle,Clear,Highways,Normal,Dusk,20.5937,78.9629,Night
Delhi,18-30,Low Risk,No priority to pedestrian,Pedestrian,Clear,Highways,Normal,Dawn,28.6139,77.209,Morning
Thiruvanthapuram,18-30,Low Risk,Moving Backward,Cycle,Clear,Highways,Normal,Dark,20.5937,78.9629,Evening
Asansol Durgapur,31-50,Low Risk,No priority to pedestrian,Car,Stormy,Highways,Normal,Daylight,20.5937,78.9629,Morning
Asansol Durgapur,18-30,High Risk,No distancing,Two-Wheeler,Hazy,State Highway,Under Construction,Daylight,20.5937,78.9629,Evening
Asansol Durgapur,18-30,High Risk,No priority to pedestrian,Car,Clear,Urban Road,Damaged,Dark,20.5937,78.9629,Night
Asansol Durgapur,18-30,High Risk,Driving carelessly,Cycle,Stormy,Urban Road,Dry,Dusk,20.5937,78.9629,Morning
Asansol Durgapur,18-30,High Risk,Getting off the vehicle improperly,Cycle,Foggy,National Highway,Damaged,Dawn,20.5937,78.9629,Morning
Asansol Durgapur,31-50,High Risk,Driving carelessly,Two-Wheeler,Stormy,State Highway,Dry,Daylight,20.5937,78.9629,Morning
Delhi,31-50,Low Risk,Changing lane to the left,Car,Clear,Highways,Normal,Daylight,28.6139,77.209,Morning
Asansol Durgapur,50+,High Risk,No priority to vehicle,Pedestrian,Hazy,State Highway,Under Construction,Dark,20.5937,78.9629,Morning
Asansol Durgapur,18-30,High Risk,Changing lane to the right,Auto-Rickshaw,Clear,Urban Road,Wet,Dark,20.5937,78.9629,Morning
Asansol Durgapur,50+,High Risk,Changing lane to the right,Pedestrian,Clear,National Highway,Dry,Dusk,20.5937,78.9629,Night
Asansol Durgapur,18-30,Low Risk,No distancing,Two-Wheeler,Clear,Highways,Normal,Daylight,20.5937,78.9629,Morning
Asansol Durgapur,31-50,Medium Risk,No distancing,Truck,Clear,Village Road,Wet,Dusk,20.5937,78.9629,Morning
Asansol Durgapur,18-30,High Risk,Changing lane to the left,Car,Foggy,Urban Road,Normal,Dawn,20.5937,78.9629,Morning
Kolkata,31-50,Low Risk,Changing lane to the right,Car,Foggy,Highways,Normal,Dusk,22.5726,88.3639,Morning
Asansol Durgapur,31-50,High Risk,No priority to vehicle,Auto-Rickshaw,Stormy,Urban Road,Damaged,Dawn,20.5937,78.9629,Morning
Asansol Durgapur,18-30,Medium Risk,Changing lane to the left,Pedestrian,Clear,Highways,Normal,Dusk,20.5937,78.9629,Night
Asansol Durgapur,18-30,High Risk,No priority to vehicle,Auto-Rickshaw,Clear,Village Road,Damaged,Dark,20.5937,78.9629,Afternoon
Aurangabad,18-30,High Risk,Moving Backward,Pedestrian,Foggy,National Highway,Dry,Dawn,20.5937,78.9629,Afternoon
Aurangabad,18-30,High Risk,Turnover,Pedestrian,Clear,National Highway,Wet,Dusk,20.5937,78.9629,Night
Aurangabad,31-50,High Risk,No distancing,Cycle,Clear,National Highway,Damaged,Daylight,20.5937,78.9629,Morning
Aurangabad,31-50,High Risk,No distancing,Car,Rainy,Urban Road,Wet,Dark,20.5937,78.9629,Evening
Bengaluru,18-30,Low Risk,No distancing,Car,Stormy,Highways,Normal,Daylight,12.9716,77.5946,Afternoon
Aurangabad,31-50,High Risk,Changing lane to the left,Bus,Hazy,Village Road,Wet,Daylight,20.5937,78.9629,Evening
Aurangabad,31-50,High Risk,No priority to vehicle,Pedestrian,Rainy,National Highway,Dry,Daylight,20.5937,78.9629,Afternoon
Aurangabad,18-30,High Risk,Driving at high speed,Truck,Clear,Urban Road,Dry,Daylight,20.5937,78.9629,Night
Aurangabad,18-30,High Risk,Overtaking,Car,Rainy,State Highway,Under Construction,Daylight,20.5937,78.9629,Evening
Aurangabad,18-30,High Risk,Other,Car,Foggy,National Highway,Wet,Daylight,20.5937,78.9629,Afternoon
Jamshedpur,18-30,Low Risk,Changing lane to the left,Auto-Rickshaw,Hazy,Highways,Normal,Dark,20.5937,78.9629,Morning
Aurangabad,18-30,High Risk,No priority to pedestrian,Pedestrian,Stormy,Village Road,Under Construction,Daylight,20.5937,78.9629,Afternoon
Aurangabad,18-30,High Risk,Changing lane to the left,Cycle,Stormy,National Highway,Wet,Daylight,20.5937,78.9629,Evening
Aurangabad,50+,High Risk,No distancing,Cycle,Foggy,Village Road,Under Construction,Dawn,20.5937,78.9629,Afternoon
Aurangabad,31-50,High Risk,Moving Backward,Cycle,Rainy,National Highway,Damaged,Daylight,20.5937,78.9629,Night
Aurangabad,31-50,High Risk,Changing lane to the left,Auto-Rickshaw,Rainy,National Highway,Damaged,Dark,20.5937,78.9629,Night
Aurangabad,18-30,High Risk,Other,Bus,Foggy,Highways,Normal,Dusk,20.5937,78.9629,Night
Aurangabad,31-50,High Risk,No distancing,Cycle,Hazy,Village Road,Wet,Dawn,20.5937,78.9629,Afternoon
Aurangabad,50+,High Risk,Moving Backward,Bus,Stormy,National Highway,Dry,Dark,20.5937,78.9629,Night
Aurangabad,31-50,Low Risk,No distancing,Pedestrian,Stormy,Highways,Normal,Dawn,20.5937,78.9629,Morning
Aurangabad,31-50,High Risk,Changing lane to the left,Pedestrian,Stormy,National Highway,Damaged,Dusk,20.5937,78.9629,Night
Aurangabad,18-30,High Risk,Changing lane to the left,Two-Wheeler,Foggy,Village Road,Dry,Daylight,20.5937,78.9629,Night
Aurangabad,18-30,High Risk,No priority to pedestrian,Auto-Rickshaw,Clear,Village Road,Wet,Daylight,20.5937,78.9629,Morning
Aurangabad,18-30,High Risk,Changing lane to the left,Cycle,Rainy,Urban Road,Under Construction,Dark,20.5937,78.9629,Night
Aurangabad,18-30,High Risk,Driving carelessly,Auto-Rickshaw,Clear,National Highway,Damaged,Daylight,20.5937,78.9629,Morning
Aurangabad,18-30,High Risk,Driving carelessly,Two-Wheeler,Clear,State Highway,Wet,Daylight,20.5937,78.9629,Evening
Aurangabad,31-50,Medium Risk,No priority to pedestrian,Two-Wheeler,Hazy,State Highway,Under Construction,Dark,20.5937,78.9629,Night
Aurangabad,31-50,High Risk,Getting off the vehicle improperly,Auto-Rickshaw,Clear,National Highway,Dry,Dark,20.5937,78.9629,Night
Aurangabad,31-50,Medium Risk,No distancing,Pedestrian,Stormy,Village Road,Dry,Dark,20.5937,78.9629,Morning
Aurangabad,18-30,High Risk,Changing lane to the left,Car,Clear,Village Road,Dry,Daylight,20.5937,78.9629,Morning
Bengaluru,18-30,High Risk,No priority to vehicle,Bus,Clear,State Highway,Damaged,Daylight,12.9716,77.5946,Night
Bhopal,31-50,Low Risk,No distancing,Truck,Clear,Highways,Normal,Daylight,20.5937,78.9629,Evening
Bengaluru,18-30,High Risk,No priority to pedestrian,Car,Clear,State Highway,Damaged,Daylight,12.9716,77.5946,Night
Bengaluru,18-30,High Risk,No priority to pedestrian,Truck,Clear,Urban Road,Wet,Dusk,12.9716,77.5946,Morning
Bengaluru,18-30,High Risk,No priority to vehicle,Pedestrian,Hazy,Highways,Normal,Dawn,12.9716,77.5946,Morning
Bengaluru,18-30,High Risk,Driving carelessly,Two-Wheeler,Clear,State Highway,Wet,Daylight,12.9716,77.5946,Afternoon
Bengaluru,50+,High Risk,Changing lane to the right,Auto-Rickshaw,Clear,State Highway,Wet,Dusk,12.9716,77.5946,Morning
Patna,18-30,Low Risk,Changing lane to the left,Car,Stormy,Highways,Normal,Dark,25.5941,85.1376,Night
Bengaluru,31-50,High Risk,Moving Backward,Pedestrian,Clear,State Highway,Damaged,Daylight,12.9716,77.5946,Evening
Bengaluru,18-30,High Risk,Driving carelessly,Car,Clear,Village Road,Damaged,Daylight,12.9716,77.5946,Morning
Bengaluru,31-50,High Risk,Driving to the left,Car,Hazy,National Highway,Dry,Daylight,12.9716,77.5946,Evening
Bengaluru,31-50,High Risk,Driving to the left,Two-Wheeler,Stormy,State Highway,Dry,Dusk,12.9716,77.5946,Evening
Bengaluru,18-30,High Risk,No priority to pedestrian,Truck,Clear,Urban Road,Dry,Daylight,12.9716,77.5946,Night
Bengaluru,50+,Low Risk,Changing lane to the left,Car,Clear,Highways,Normal,Dusk,12.9716,77.5946,Morning
Bengaluru,18-30,Low Risk,Changing lane to the right,Auto-Rickshaw,Clear,Highways,Normal,Dark,12.9716,77.5946,Evening
Bengaluru,18-30,High Risk,Driving carelessly,Auto-Rickshaw,Clear,Urban Road,Under Construction,Dawn,12.9716,77.5946,Afternoon
Bengaluru,18-30,Medium Risk,No distancing,Truck,Rainy,Urban Road,Damaged,Daylight,12.9716,77.5946,Morning
Bengaluru,18-30,Medium Risk,Getting off the vehicle improperly,Two-Wheeler,Clear,National Highway,Damaged,Dusk,12.9716,77.5946,Evening
Bengaluru,18-30,High Risk,Driving under the influence of drugs,Pedestrian,Clear,Urban Road,Dry,Daylight,12.9716,77.5946,Night
Bengaluru,18-30,High Risk,Changing lane to the right,Pedestrian,Clear,Urban Road,Under Construction,Dawn,12.9716,77.5946,Night
Bengaluru,31-50,High Risk,Driving carelessly,Car,Rainy,Urban Road,Damaged,Dark,12.9716,77.5946,Morning
Bengaluru,18-30,High Risk,Moving Backward,Auto-Rickshaw,Clear,State Highway,Under Construction,Daylight,12.9716,77.5946,Morning
Bengaluru,31-50,High Risk,Turnover,Cycle,Rainy,Urban Road,Wet,Dark,12.9716,77.5946,Afternoon
Bengaluru,31-50,High Risk,Changing lane to the right,Cycle,Clear,Urban Road,Damaged,Daylight,12.9716,77.5946,Morning
Bengaluru,31-50,Low Risk,Driving carelessly,Car,Stormy,Highways,Normal,Dusk,12.9716,77.5946,Afternoon
Bengaluru,18-30,High Risk,No priority to vehicle,Bus,Clear,Village Road,Dry,Dawn,12.9716,77.5946,Night
Aurangabad,18-30,Low Risk,Moving Backward,Car,Rainy,Highways,Normal,Daylight,20.5937,78.9629,Afternoon
Bengaluru,18-30,Low Risk,Changing lane to the left,Car,Clear,Highways,Normal,Daylight,12.9716,77.5946,Evening
Vijaywada city,31-50,Low Risk,Moving Backward,Cycle,Clear,Highways,Normal,Daylight,20.5937,78.9629,Evening
Bengaluru,18-30,High Risk,Overtaking,Auto-Rickshaw,Stormy,State Highway,Normal,Dawn,12.9716,77.5946,Night
Bhopal,18-30,Low Risk,Changing lane to the left,Two-Wheeler,Clear,Highways,Normal,Dawn,20.5937,78.9629,Night
Bhopal,18-30,High Risk,Changing lane to the right,Bus,Hazy,Village Road,Damaged,Dusk,20.5937,78.9629,Evening
Bhopal,50+,High Risk,Overtaking,Truck,Clear,Urban Road,Wet,Daylight,20.5937,78.9629,Evening
Bhopal,18-30,High Risk,Overloading,Car,Clear,Village Road,Under Construction,Dusk,20.5937,78.9629,Afternoon
Bhopal,31-50,High Risk,Other,Car,Clear,Village Road,Damaged,Daylight,20.5937,78.9629,Morning
Bhopal,31-50,High Risk,No priority to vehicle,Auto-Rickshaw,Hazy,Urban Road,Normal,Daylight,20.5937,78.9629,Afternoon
Bhopal,31-50,High Risk,Changing lane to the right,Car,Stormy,Urban Road,Damaged,Dark,20.5937,78.9629,Morning
Bhopal,18-30,High Risk,Moving Backward,Cycle,Stormy,Urban Road,Under Construction,Daylight,20.5937,78.9629,Morning
Bhopal,31-50,High Risk,Changing lane to the left,Pedestrian,Clear,Urban Road,Dry,Dusk,20.5937,78.9629,Afternoon
Bhopal,31-50,Low Risk,No priority to pedestrian,Pedestrian,Clear,Highways,Normal,Daylight,20.5937,78.9629,Morning
Bhopal,50+,High Risk,No distancing,Truck,Clear,Village Road,Damaged,Dusk,20.5937,78.9629,Afternoon
Bhopal,18-30,High Risk,No priority to vehicle,Two-Wheeler,Clear,Urban Road,Under Construction,Dusk,20.5937,78.9629,Morning
Nashik,18-30,Low Risk,No distancing,Truck,Foggy,Highways,Normal,Daylight,20.5937,78.9629,Night
Bhopal,50+,High Risk,No distancing,Car,Clear,State Highway,Wet,Daylight,20.5937,78.9629,Morning
Bhopal,18-30,High Risk,Moving Backward,Pedestrian,Rainy,National Highway,Under Construction,Dusk,20.5937,78.9629,Night
Bhopal,18-30,High Risk,Changing lane to the right,Bus,Rainy,State Highway,Wet,Dark,20.5937,78.9629,Night
Bhopal,31-50,High Risk,No priority to pedestrian,Two-Wheeler,Rainy,National Highway,Damaged,Daylight,20.5937,78.9629,Morning
Bhopal,18-30,High Risk,Moving Backward,Pedestrian,Clear,State Highway,Dry,Daylight,20.5937,78.9629,Night
Bhopal,31-50,High Risk,Getting off the vehicle improperly,Cycle,Clear,National Highway,Wet,Dawn,20.5937,78.9629,Evening
Bhopal,31-50,High Risk,Overtaking,Truck,Foggy,Highways,Normal,Dawn,20.5937,78.9629,Evening
Bhopal,18-30,High Risk,Overloading,Truck,Clear,Village Road,Under Construction,Dark,20.5937,78.9629,Evening
Aurangabad,31-50,Low Risk,Changing lane to the right,Car,Clear,Highways,Normal,Dusk,20.5937,78.9629,Morning
Bhopal,31-50,High Risk,Improper parking,Pedestrian,Clear,Highways,Normal,Daylight,20.5937,78.9629,Night
Vijaywada city,18-30,Medium Risk,Other,Two-Wheeler,Hazy,Highways,Normal,Dark,20.5937,78.9629,Evening
Bhopal,50+,Medium Risk,Changing lane to the left,Car,Rainy,Highways,Normal,Daylight,20.5937,78.9629,Night
Bhopal,18-30,High Risk,Changing lane to the right,Auto-Rickshaw,Clear,National Highway,Dry,Dawn,20.5937,78.9629,Evening
Bhopal,18-30,Medium Risk,No priority to pedestrian,Car,Clear,National Highway,Dry,Dusk,20.5937,78.9629,Afternoon
Bhopal,31-50,High Risk,Overspeed,Pedestrian,Foggy,Urban Road,Damaged,Dusk,20.5937,78.9629,Afternoon
